"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"775","2.951905","10.135.49.223","128.119.245.12","TCP","1514","786820","1","1460","63344  >  80 [PSH, ACK] Seq=786820 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"776","2.951905","10.135.49.223","128.119.245.12","TCP","1514","788280","1","1460","63344  >  80 [ACK] Seq=788280 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"777","2.951905","10.135.49.223","128.119.245.12","TCP","1514","789740","1","1460","63344  >  80 [ACK] Seq=789740 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"778","2.951905","10.135.49.223","128.119.245.12","TCP","1514","791200","1","1460","63344  >  80 [ACK] Seq=791200 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"779","2.951905","10.135.49.223","128.119.245.12","TCP","1514","792660","1","1460","63344  >  80 [ACK] Seq=792660 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"780","2.951905","10.135.49.223","128.119.245.12","TCP","1514","794120","1","1460","63344  >  80 [ACK] Seq=794120 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"781","2.951905","10.135.49.223","128.119.245.12","TCP","1514","795580","1","1460","63344  >  80 [ACK] Seq=795580 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"782","2.951905","10.135.49.223","128.119.245.12","TCP","1514","797040","1","1460","63344  >  80 [ACK] Seq=797040 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"783","2.951905","10.135.49.223","128.119.245.12","TCP","1514","798500","1","1460","63344  >  80 [ACK] Seq=798500 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"784","2.951905","10.135.49.223","128.119.245.12","TCP","1514","799960","1","1460","63344  >  80 [ACK] Seq=799960 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"785","2.951905","10.135.49.223","128.119.245.12","TCP","1514","801420","1","1460","63344  >  80 [ACK] Seq=801420 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"786","2.951905","10.135.49.223","128.119.245.12","TCP","1514","802880","1","1460","63344  >  80 [PSH, ACK] Seq=802880 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"787","2.951905","10.135.49.223","128.119.245.12","TCP","1514","804340","1","1460","63344  >  80 [ACK] Seq=804340 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"788","2.951905","10.135.49.223","128.119.245.12","TCP","1514","805800","1","1460","63344  >  80 [ACK] Seq=805800 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"789","2.951905","10.135.49.223","128.119.245.12","TCP","1514","807260","1","1460","63344  >  80 [ACK] Seq=807260 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"790","2.951905","10.135.49.223","128.119.245.12","TCP","1514","808720","1","1460","63344  >  80 [ACK] Seq=808720 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"791","2.951905","10.135.49.223","128.119.245.12","TCP","1514","810180","1","1460","63344  >  80 [ACK] Seq=810180 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"792","2.951905","10.135.49.223","128.119.245.12","TCP","1514","811640","1","1460","63344  >  80 [ACK] Seq=811640 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"793","2.951905","10.135.49.223","128.119.245.12","TCP","1514","813100","1","1460","63344  >  80 [ACK] Seq=813100 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"794","2.951905","10.135.49.223","128.119.245.12","TCP","1514","814560","1","1460","63344  >  80 [ACK] Seq=814560 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"795","2.956321","128.119.245.12","10.135.49.223","TCP","54","1","541607","0","80  >  63344 [ACK] Seq=1 Ack=541607 Win=760064 Len=0"
"796","2.956321","128.119.245.12","10.135.49.223","TCP","54","1","545987","0","80  >  63344 [ACK] Seq=1 Ack=545987 Win=768768 Len=0"
"797","2.956687","10.135.49.223","128.119.245.12","TCP","1514","816020","1","1460","63344  >  80 [ACK] Seq=816020 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"798","2.956687","10.135.49.223","128.119.245.12","TCP","1514","817480","1","1460","63344  >  80 [ACK] Seq=817480 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"799","2.956687","10.135.49.223","128.119.245.12","TCP","1514","818940","1","1460","63344  >  80 [PSH, ACK] Seq=818940 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"800","2.956687","10.135.49.223","128.119.245.12","TCP","1514","820400","1","1460","63344  >  80 [ACK] Seq=820400 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"801","2.956687","10.135.49.223","128.119.245.12","TCP","1514","821860","1","1460","63344  >  80 [ACK] Seq=821860 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"802","2.956687","10.135.49.223","128.119.245.12","TCP","1514","823320","1","1460","63344  >  80 [ACK] Seq=823320 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"803","2.956687","10.135.49.223","128.119.245.12","TCP","1514","824780","1","1460","63344  >  80 [ACK] Seq=824780 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"804","2.956687","10.135.49.223","128.119.245.12","TCP","1514","826240","1","1460","63344  >  80 [ACK] Seq=826240 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"805","2.956687","10.135.49.223","128.119.245.12","TCP","1514","827700","1","1460","63344  >  80 [ACK] Seq=827700 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"806","2.956687","10.135.49.223","128.119.245.12","TCP","1514","829160","1","1460","63344  >  80 [ACK] Seq=829160 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"807","2.984681","128.119.245.12","10.135.49.223","TCP","54","1","553287","0","80  >  63344 [ACK] Seq=1 Ack=553287 Win=783360 Len=0"
"808","2.984681","128.119.245.12","10.135.49.223","TCP","54","1","559127","0","80  >  63344 [ACK] Seq=1 Ack=559127 Win=795008 Len=0"
"809","2.984681","128.119.245.12","10.135.49.223","TCP","54","1","560587","0","80  >  63344 [ACK] Seq=1 Ack=560587 Win=797952 Len=0"
"810","2.984775","10.135.49.223","128.119.245.12","TCP","1514","830620","1","1460","63344  >  80 [ACK] Seq=830620 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"811","2.984775","10.135.49.223","128.119.245.12","TCP","1514","832080","1","1460","63344  >  80 [ACK] Seq=832080 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"812","2.984775","10.135.49.223","128.119.245.12","TCP","1514","833540","1","1460","63344  >  80 [ACK] Seq=833540 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"813","2.984775","10.135.49.223","128.119.245.12","TCP","1514","835000","1","1460","63344  >  80 [PSH, ACK] Seq=835000 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"814","2.984775","10.135.49.223","128.119.245.12","TCP","1514","836460","1","1460","63344  >  80 [ACK] Seq=836460 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"815","2.984775","10.135.49.223","128.119.245.12","TCP","1514","837920","1","1460","63344  >  80 [ACK] Seq=837920 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"816","2.984775","10.135.49.223","128.119.245.12","TCP","1514","839380","1","1460","63344  >  80 [ACK] Seq=839380 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"817","2.984775","10.135.49.223","128.119.245.12","TCP","1514","840840","1","1460","63344  >  80 [ACK] Seq=840840 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"818","2.984775","10.135.49.223","128.119.245.12","TCP","1514","842300","1","1460","63344  >  80 [ACK] Seq=842300 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"819","2.984775","10.135.49.223","128.119.245.12","TCP","1514","843760","1","1460","63344  >  80 [ACK] Seq=843760 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"820","2.984775","10.135.49.223","128.119.245.12","TCP","1514","845220","1","1460","63344  >  80 [ACK] Seq=845220 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"821","2.984775","10.135.49.223","128.119.245.12","TCP","1514","846680","1","1460","63344  >  80 [ACK] Seq=846680 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"822","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","567887","0","80  >  63344 [ACK] Seq=1 Ack=567887 Win=812544 Len=0"
"823","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","575187","0","80  >  63344 [ACK] Seq=1 Ack=575187 Win=827136 Len=0"
"824","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","582487","0","80  >  63344 [ACK] Seq=1 Ack=582487 Win=841728 Len=0"
"825","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","589787","0","80  >  63344 [ACK] Seq=1 Ack=589787 Win=856320 Len=0"
"826","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","590598","0","80  >  63344 [ACK] Seq=1 Ack=590598 Win=859264 Len=0"
"827","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","596438","0","80  >  63344 [ACK] Seq=1 Ack=596438 Win=870912 Len=0"
"828","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","600818","0","80  >  63344 [ACK] Seq=1 Ack=600818 Win=879744 Len=0"
"829","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","608118","0","80  >  63344 [ACK] Seq=1 Ack=608118 Win=894336 Len=0"
"830","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","615418","0","80  >  63344 [ACK] Seq=1 Ack=615418 Win=908928 Len=0"
"831","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","622718","0","80  >  63344 [ACK] Seq=1 Ack=622718 Win=923520 Len=0"
"832","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","624178","0","80  >  63344 [ACK] Seq=1 Ack=624178 Win=926464 Len=0"
"833","2.985106","128.119.245.12","10.135.49.223","TCP","54","1","625638","0","80  >  63344 [ACK] Seq=1 Ack=625638 Win=929408 Len=0"
"834","2.985237","10.135.49.223","128.119.245.12","TCP","1514","848140","1","1460","63344  >  80 [ACK] Seq=848140 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"835","2.985237","10.135.49.223","128.119.245.12","TCP","1514","849600","1","1460","63344  >  80 [ACK] Seq=849600 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"836","2.985237","10.135.49.223","128.119.245.12","TCP","1514","851060","1","1460","63344  >  80 [ACK] Seq=851060 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"837","2.985237","10.135.49.223","128.119.245.12","TCP","1514","852520","1","1460","63344  >  80 [PSH, ACK] Seq=852520 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"838","2.985237","10.135.49.223","128.119.245.12","TCP","1514","853980","1","1460","63344  >  80 [ACK] Seq=853980 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"839","2.985237","10.135.49.223","128.119.245.12","TCP","1514","855440","1","1460","63344  >  80 [ACK] Seq=855440 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"840","2.985237","10.135.49.223","128.119.245.12","TCP","1514","856900","1","1460","63344  >  80 [ACK] Seq=856900 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"841","2.985237","10.135.49.223","128.119.245.12","TCP","1514","858360","1","1460","63344  >  80 [ACK] Seq=858360 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"842","2.985237","10.135.49.223","128.119.245.12","TCP","1514","859820","1","1460","63344  >  80 [ACK] Seq=859820 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"843","2.985237","10.135.49.223","128.119.245.12","TCP","1514","861280","1","1460","63344  >  80 [ACK] Seq=861280 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"844","2.985237","10.135.49.223","128.119.245.12","TCP","1514","862740","1","1460","63344  >  80 [ACK] Seq=862740 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"845","2.985237","10.135.49.223","128.119.245.12","TCP","1514","864200","1","1460","63344  >  80 [ACK] Seq=864200 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"846","2.985237","10.135.49.223","128.119.245.12","TCP","1514","865660","1","1460","63344  >  80 [ACK] Seq=865660 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"847","2.985237","10.135.49.223","128.119.245.12","TCP","1514","867120","1","1460","63344  >  80 [ACK] Seq=867120 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"848","2.985237","10.135.49.223","128.119.245.12","TCP","1514","868580","1","1460","63344  >  80 [PSH, ACK] Seq=868580 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"849","2.985237","10.135.49.223","128.119.245.12","TCP","1514","870040","1","1460","63344  >  80 [ACK] Seq=870040 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"850","2.985237","10.135.49.223","128.119.245.12","TCP","1514","871500","1","1460","63344  >  80 [ACK] Seq=871500 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"851","2.985237","10.135.49.223","128.119.245.12","TCP","1514","872960","1","1460","63344  >  80 [ACK] Seq=872960 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"852","2.985237","10.135.49.223","128.119.245.12","TCP","1514","874420","1","1460","63344  >  80 [ACK] Seq=874420 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"853","2.985237","10.135.49.223","128.119.245.12","TCP","1514","875880","1","1460","63344  >  80 [ACK] Seq=875880 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"854","2.985237","10.135.49.223","128.119.245.12","TCP","1514","877340","1","1460","63344  >  80 [ACK] Seq=877340 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"855","2.985237","10.135.49.223","128.119.245.12","TCP","1514","878800","1","1460","63344  >  80 [ACK] Seq=878800 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"856","2.985237","10.135.49.223","128.119.245.12","TCP","1514","880260","1","1460","63344  >  80 [ACK] Seq=880260 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"857","2.985237","10.135.49.223","128.119.245.12","TCP","1514","881720","1","1460","63344  >  80 [ACK] Seq=881720 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"858","2.985237","10.135.49.223","128.119.245.12","TCP","1514","883180","1","1460","63344  >  80 [ACK] Seq=883180 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"859","2.985237","10.135.49.223","128.119.245.12","TCP","1514","884640","1","1460","63344  >  80 [PSH, ACK] Seq=884640 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"860","2.985237","10.135.49.223","128.119.245.12","TCP","1514","886100","1","1460","63344  >  80 [ACK] Seq=886100 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"861","2.985237","10.135.49.223","128.119.245.12","TCP","1514","887560","1","1460","63344  >  80 [ACK] Seq=887560 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"862","2.985237","10.135.49.223","128.119.245.12","TCP","1514","889020","1","1460","63344  >  80 [ACK] Seq=889020 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"863","2.985237","10.135.49.223","128.119.245.12","TCP","1514","890480","1","1460","63344  >  80 [ACK] Seq=890480 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"864","2.985237","10.135.49.223","128.119.245.12","TCP","1514","891940","1","1460","63344  >  80 [ACK] Seq=891940 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"865","2.985237","10.135.49.223","128.119.245.12","TCP","1514","893400","1","1460","63344  >  80 [ACK] Seq=893400 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"866","2.985237","10.135.49.223","128.119.245.12","TCP","1514","894860","1","1460","63344  >  80 [ACK] Seq=894860 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"867","2.985237","10.135.49.223","128.119.245.12","TCP","1514","896320","1","1460","63344  >  80 [ACK] Seq=896320 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"868","2.985237","10.135.49.223","128.119.245.12","TCP","1514","897780","1","1460","63344  >  80 [ACK] Seq=897780 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"869","2.985237","10.135.49.223","128.119.245.12","TCP","1514","899240","1","1460","63344  >  80 [ACK] Seq=899240 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"870","2.985237","10.135.49.223","128.119.245.12","TCP","1514","900700","1","1460","63344  >  80 [PSH, ACK] Seq=900700 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"871","2.985237","10.135.49.223","128.119.245.12","TCP","1514","902160","1","1460","63344  >  80 [ACK] Seq=902160 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"872","2.985237","10.135.49.223","128.119.245.12","TCP","1514","903620","1","1460","63344  >  80 [ACK] Seq=903620 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"873","2.985237","10.135.49.223","128.119.245.12","TCP","1514","905080","1","1460","63344  >  80 [ACK] Seq=905080 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"874","2.985237","10.135.49.223","128.119.245.12","TCP","1514","906540","1","1460","63344  >  80 [ACK] Seq=906540 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"875","2.985237","10.135.49.223","128.119.245.12","TCP","1514","908000","1","1460","63344  >  80 [ACK] Seq=908000 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"876","2.985237","10.135.49.223","128.119.245.12","TCP","1514","909460","1","1460","63344  >  80 [ACK] Seq=909460 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"877","2.985237","10.135.49.223","128.119.245.12","TCP","1514","910920","1","1460","63344  >  80 [ACK] Seq=910920 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"878","2.985237","10.135.49.223","128.119.245.12","TCP","1514","912380","1","1460","63344  >  80 [ACK] Seq=912380 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"879","2.985237","10.135.49.223","128.119.245.12","TCP","1514","913840","1","1460","63344  >  80 [ACK] Seq=913840 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"880","2.985237","10.135.49.223","128.119.245.12","TCP","1514","915300","1","1460","63344  >  80 [ACK] Seq=915300 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"881","2.985237","10.135.49.223","128.119.245.12","TCP","1514","916760","1","1460","63344  >  80 [PSH, ACK] Seq=916760 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"882","2.985237","10.135.49.223","128.119.245.12","TCP","1514","918220","1","1460","63344  >  80 [ACK] Seq=918220 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"883","2.985237","10.135.49.223","128.119.245.12","TCP","1514","919680","1","1460","63344  >  80 [ACK] Seq=919680 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"884","2.985237","10.135.49.223","128.119.245.12","TCP","1514","921140","1","1460","63344  >  80 [ACK] Seq=921140 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"885","2.985237","10.135.49.223","128.119.245.12","TCP","1514","922600","1","1460","63344  >  80 [ACK] Seq=922600 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"886","3.010589","128.119.245.12","10.135.49.223","TCP","54","1","628558","0","80  >  63344 [ACK] Seq=1 Ack=628558 Win=935168 Len=0"
"887","3.010617","10.135.49.223","128.119.245.12","TCP","1514","924060","1","1460","63344  >  80 [ACK] Seq=924060 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"888","3.010617","10.135.49.223","128.119.245.12","TCP","1514","925520","1","1460","63344  >  80 [ACK] Seq=925520 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"889","3.010617","10.135.49.223","128.119.245.12","TCP","1514","926980","1","1460","63344  >  80 [ACK] Seq=926980 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
